osculum_ID,tracking_num,t,x,y,r,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,8.43E-01,-2.76E-01,1.26E+00,1.29E+00,1.41E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,8.51E-01,-3.00E-01,1.37E+00,1.40E+00,1.14E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,8.59E-01,-3.14E-01,1.44E+00,1.48E+00,1.04E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,8.68E-01,-3.02E-01,1.54E+00,1.57E+00,1.38E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,8.76E-01,-3.22E-01,1.67E+00,1.70E+00,1.14E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,8.84E-01,-3.12E-01,1.73E+00,1.76E+00,1.09E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,8.93E-01,-3.08E-01,1.85E+00,1.88E+00,1.59E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.01E-01,-3.07E-01,2.00E+00,2.02E+00,1.54E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.09E-01,-3.19E-01,2.11E+00,2.13E+00,1.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.18E-01,-3.36E-01,2.21E+00,2.24E+00,1.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.26E-01,-3.48E-01,2.32E+00,2.35E+00,1.57E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.34E-01,-3.58E-01,2.47E+00,2.50E+00,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.43E-01,-3.82E-01,2.59E+00,2.61E+00,1.24E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.51E-01,-3.75E-01,2.68E+00,2.70E+00,1.40E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.59E-01,-3.63E-01,2.82E+00,2.84E+00,1.71E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.68E-01,-3.50E-01,2.96E+00,2.98E+00,1.64E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.76E-01,-3.42E-01,3.09E+00,3.11E+00,1.66E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.84E-01,-3.41E-01,3.24E+00,3.26E+00,1.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,9.93E-01,-3.31E-01,3.41E+00,3.42E+00,1.85E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,1.00E+00,-3.46E-01,3.55E+00,3.56E+00,1.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,1.01E+00,-3.85E-01,3.69E+00,3.71E+00,1.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,1.02E+00,-3.45E-01,3.84E+00,3.85E+00,1.56E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S24_O1,3,1.03E+00,-3.68E-01,3.95E+00,3.97E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.543,-0.622,9.54E-02,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.552,-0.63,0.176,0.655,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.56,-0.642,0.27,0.697,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.568,-0.657,0.377,0.758,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.577,-0.659,0.488,0.82,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.585,-0.634,0.55,0.839,12.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.593,-0.647,0.699,0.952,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.602,-0.664,0.764,1.012,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.61,-0.664,0.916,1.132,15.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.618,-0.679,1.023,1.228,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.627,-0.694,1.13,1.326,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.635,-0.681,1.287,1.455,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.643,-0.719,1.429,1.599,16.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.652,-0.751,1.545,1.718,15.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.66,-0.734,1.688,1.841,15.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.668,-0.765,1.805,1.96,17.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.677,-0.785,1.98,2.13,18.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.685,-0.82,2.109,2.263,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.693,-0.845,2.255,2.408,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.702,-0.865,2.43,2.579,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.71,-0.941,2.506,2.677,16.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.718,-0.986,2.674,2.85,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.727,-0.993,2.853,3.021,21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.735,-1.026,3.024,3.194,19.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.743,-1.064,3.167,3.341,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.752,-1.12,3.373,3.555,22.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.76,-1.175,3.525,3.716,17.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.768,-1.21,3.654,3.849,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.777,-1.259,3.835,4.037,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.785,-1.304,4.003,4.21,21.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.793,-1.314,4.195,4.396,22.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.802,-1.415,4.362,4.586,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.81,-1.43,4.469,4.692,17.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.818,-1.449,4.644,4.865,20.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.827,-1.521,4.805,5.04,23.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.835,-1.564,5.015,5.253,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,1,1.844,-1.618,5.167,5.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.251,-0.722,0.36,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.26,-0.717,0.444,0.843,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.268,-0.716,0.597,0.933,13.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.276,-0.721,0.665,0.981,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.285,-0.712,0.737,1.025,9.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.293,-0.724,0.831,1.102,16.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.301,-0.731,1.009,1.246,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.31,-0.713,1.097,1.309,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.318,-0.673,1.205,1.38,12.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.326,-0.684,1.299,1.469,12.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.335,-0.66,1.417,1.563,14.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.343,-0.666,1.54,1.678,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.351,-0.672,1.664,1.794,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.36,-0.68,1.745,1.872,12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.368,-0.672,1.871,1.988,15.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.376,-0.636,1.992,2.091,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.385,-0.618,2.08,2.17,12.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.393,-0.61,2.207,2.29,13.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.401,-0.651,2.307,2.397,14.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.41,-0.579,2.451,2.519,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.418,-0.568,2.565,2.628,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.426,-0.544,2.628,2.683,12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.435,-0.527,2.771,2.82,18.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.443,-0.514,2.927,2.972,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.451,-0.518,2.995,3.04,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.46,-0.494,3.112,3.152,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.468,-0.503,3.249,3.288,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.476,-0.526,3.382,3.422,17.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.485,-0.441,3.529,3.557,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.493,-0.459,3.649,3.678,14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.502,-0.448,3.763,3.79,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.51,-0.427,3.838,3.862,14.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.518,-0.417,4.007,4.029,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.527,-0.425,4.088,4.11,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.535,-0.414,4.202,4.223,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.543,-0.388,4.362,4.379,17.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.552,-0.381,4.489,4.505,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.56,-0.412,4.605,4.624,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.568,-0.405,4.732,4.749,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.577,-0.391,4.833,4.849,13.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.585,-0.426,4.962,4.98,13.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.593,-0.424,5.06,5.077,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S25_O1,2,1.602,-0.456,5.176,5.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.17E-01,-1.32E+00,-8.49E-01,1.57E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.25E-01,-1.33E+00,-7.28E-01,1.52E+00,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.33E-01,-1.31E+00,-5.80E-01,1.43E+00,1.67E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.42E-01,-1.30E+00,-4.51E-01,1.38E+00,2.07E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.50E-01,-1.34E+00,-2.35E-01,1.36E+00,2.14E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.58E-01,-1.34E+00,-9.52E-02,1.34E+00,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.67E-01,-1.33E+00,4.50E-02,1.33E+00,1.85E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.75E-01,-1.37E+00,2.11E-01,1.38E+00,1.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.84E-01,-1.37E+00,3.63E-01,1.42E+00,1.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,1.92E-01,-1.36E+00,5.30E-01,1.46E+00,2.14E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.00E-01,-1.40E+00,7.18E-01,1.58E+00,1.95E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.09E-01,-1.37E+00,8.55E-01,1.62E+00,1.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.17E-01,-1.36E+00,1.01E+00,1.70E+00,1.87E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.25E-01,-1.35E+00,1.17E+00,1.79E+00,1.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.34E-01,-1.36E+00,1.33E+00,1.90E+00,1.84E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.42E-01,-1.35E+00,1.47E+00,2.00E+00,1.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.50E-01,-1.33E+00,1.62E+00,2.10E+00,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.59E-01,-1.30E+00,1.75E+00,2.19E+00,1.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.67E-01,-1.26E+00,1.91E+00,2.29E+00,1.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.75E-01,-1.27E+00,2.05E+00,2.41E+00,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.84E-01,-1.22E+00,2.18E+00,2.50E+00,1.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,2.92E-01,-1.23E+00,2.34E+00,2.64E+00,1.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,3.00E-01,-1.20E+00,2.46E+00,2.74E+00,1.49E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,3.09E-01,-1.16E+00,2.58E+00,2.83E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,3.17E-01,-1.14E+00,2.71E+00,2.94E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,3.25E-01,-1.11E+00,2.82E+00,3.03E+00,1.58E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,3.34E-01,-1.09E+00,2.97E+00,3.16E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,3.42E-01,-1.05E+00,3.07E+00,3.25E+00,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,3.50E-01,-1.01E+00,3.24E+00,3.39E+00,1.54E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,1,3.59E-01,-1.01E+00,3.33E+00,3.48E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.14E+00,-7.08E-01,-3.72E-01,8.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.15E+00,-6.86E-01,-2.88E-01,7.44E-01,1.41E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.16E+00,-6.88E-01,-1.37E-01,7.01E-01,1.55E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.17E+00,-7.12E-01,-3.11E-02,7.12E-01,1.03E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.18E+00,-7.09E-01,3.34E-02,7.10E-01,1.12E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.19E+00,-6.87E-01,1.55E-01,7.05E-01,1.16E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.19E+00,-6.73E-01,2.23E-01,7.09E-01,1.12E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.20E+00,-6.63E-01,3.41E-01,7.46E-01,1.28E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.21E+00,-6.45E-01,4.36E-01,7.79E-01,8.68E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.22E+00,-6.50E-01,4.85E-01,8.11E-01,1.17E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.23E+00,-6.74E-01,6.28E-01,9.22E-01,1.67E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.24E+00,-7.06E-01,7.57E-01,1.03E+00,1.53E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.24E+00,-7.11E-01,8.82E-01,1.13E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.25E+00,-7.28E-01,1.00E+00,1.24E+00,2.06E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.26E+00,-7.53E-01,1.22E+00,1.44E+00,1.99E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.27E+00,-7.66E-01,1.33E+00,1.54E+00,1.41E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.28E+00,-7.71E-01,1.46E+00,1.65E+00,1.66E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.29E+00,-7.73E-01,1.61E+00,1.78E+00,1.93E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.29E+00,-7.56E-01,1.78E+00,1.93E+00,1.83E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.30E+00,-7.38E-01,1.91E+00,2.05E+00,2.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.31E+00,-8.05E-01,2.14E+00,2.29E+00,2.07E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.32E+00,-7.69E-01,2.26E+00,2.38E+00,1.67E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.33E+00,-7.75E-01,2.42E+00,2.54E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.34E+00,-8.40E-01,2.50E+00,2.64E+00,1.45E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.34E+00,-8.19E-01,2.66E+00,2.78E+00,2.11E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.35E+00,-8.97E-01,2.85E+00,2.98E+00,1.97E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.36E+00,-8.68E-01,2.98E+00,3.11E+00,1.71E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.37E+00,-9.19E-01,3.13E+00,3.26E+00,1.22E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.38E+00,-9.24E-01,3.18E+00,3.31E+00,9.08E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,2,2.39E+00,-9.21E-01,3.28E+00,3.41E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.08E+00,7.10E-02,-2.42E-01,2.52E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.09E+00,8.93E-02,-1.85E-01,2.05E-01,4.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.10E+00,9.67E-02,-1.69E-01,1.95E-01,3.05E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.11E+00,1.11E-01,-1.39E-01,1.78E-01,6.62E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.11E+00,1.52E-01,-7.40E-02,1.69E-01,7.63E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.12E+00,1.75E-01,-2.83E-02,1.77E-01,7.11E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.13E+00,2.04E-01,3.27E-02,2.07E-01,8.65E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.14E+00,2.30E-01,1.05E-01,2.53E-01,9.77E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.15E+00,2.52E-01,1.89E-01,3.14E-01,1.02E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.16E+00,2.89E-01,2.65E-01,3.92E-01,8.76E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.16E+00,3.37E-01,3.07E-01,4.56E-01,1.19E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.17E+00,3.36E-01,4.58E-01,5.68E-01,1.25E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.18E+00,3.54E-01,5.16E-01,6.25E-01,7.11E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.19E+00,3.87E-01,5.65E-01,6.85E-01,1.18E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.20E+00,4.16E-01,7.02E-01,8.16E-01,1.10E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.21E+00,4.27E-01,7.44E-01,8.57E-01,1.34E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.21E+00,4.82E-01,9.15E-01,1.03E+00,1.87E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.22E+00,4.99E-01,1.05E+00,1.16E+00,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_S26_O1,3,5.23E+00,5.66E-01,1.18E+00,1.31E+00,1.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
